Generate a JSON representation of: (a) all the data types and (b) all purposes of collection and (c) all third party sharing practices and (d) name of companies with which data are shared and (e) all user rights mentions and (f) all user responsibilities mentioned in the given privacy policy paragraph. If a data type is used for more than one purpose or if more than one data type is used for a single purpose, duplicate the records accordingly - similar for third party sharing practices.

------- Instruction:
2. For each data type, categorize the purpose of collection into one of the following classes (use exactly the same class name) (for "purpose_class" in JSON):
- "personalisation"
- "interaction"
- "display"
- "marketing"
- "improve_products_and_services"
- "provide_services_and_fulfill_contractual_obligations"
- "preserve_system_integrity"
- "provide_business_services"
- "troubleshoot"
- "communicate_with_user"
- "connect_with_other_users"
- "promotions"
- "changes_to_terms"
- "user_safety"
- "service_security"
- "defend_legal_rights"
- "corporate_governance"
- "research"
- "market_research"
3. For each purpose, categorize the third party sharing practices into one of the following classes (use exactly the same class name) (for "third_party_sharing_practice_class" in JSON):
- "regulatory_compliance"
- "performance_of_contract"
- "prevent_harm"
- "invesitigate  harm"
- "aggregated_information"
- "merger_and_acquisition"
- "affiliates_and_subsidiaries"
- "third_party_platforms_integration"
- "consumer_retention_rewards_program"
4. For each third party sharing practice find the name of the company or government body with which data are shared (for "third_party_name" in JSON). If name is not mentioned - set name as "Unknown".
5. Categorize the user rights into one of the following classes (use exactly the same class name) (for "rights_class" in JSON):
- "opt_out_marketing"
- "access_to_information"
- "data_correction"
- "third_party_data_sharing"
- "cookie_preference"
- "content_removal_erasure"
- "automatic_decision_making"
- "data_processing_complaint"
- "data_portability"
- "limit_use_or_disclosure_of_sensitive_personal_information"
- "opt_out_of_push_notification"
- "arbitration_opt-out"
6. Categorize the user responsibilities into one of the following classes (use exactly the same class name) (for "responsibilities_class" in JSON):
- "visitors_consent"
- "others_right_to_privacy"
- "data_sharing"
- "additional_users_data_responsibilities"
- "data_processor"
- "data_protection"
- "childrens_accounts"
- "user_content_intellectual_property_ip"
- "user_content_harm"
- "beta confidentiality "
- "user_indemnity"

---------- Privacy Policy Paragraph (number in beginning is the number of line):
3. When you surf our website, CviLux will record your pattern through cookie, which will let us to offer the best user interface; we have no intention to invade your privacy when you surf our website. If you would not like to offer us the cookie record, you can cancel or limit the usage of cookie on the setting of your browser. About the setting, please check help of your browser. I accept.
6. {number list}.
9. {list item} {removed href} Language.
12. {number list}.
15. {list item} {removed href} Home.
18. {list item} Privacy Policy.
21. Privacy Policy.
24. Privacy Policy.
27. CviLux respects your personal privacy. This privacy policy is established to protect your personal information.
30. {bullet list}.
33. {list item} The Application of this Policy:
36. You are using the website of CviLux and its subsidiaries (hereinafter collectively referred to as CviLux) where personal information will be collected, processed, utilized, and protected.
39. {list item} Collection and acquisition of personal information.
42. {bullet list}.
45. {list item} In this Privacy Policy, Personal Information means information that identifies an individual, such as name, address, telephone number, e-mail address, and other contact or identification information.
48. {list item} When you are using CviLuxs website, your personal information will be collected for us to provide better services such as job applications, purchases, and for contacting you.
51. {list item} When you use the website, we will be able to record your browsing behavior by means of cookies to provide the best user experience; we do not intend to infringe on your privacy during your use of the website. If you do not wish to be tracked by cookies, you can cancel or restrict the use of cookies by changing your browser settings. Please refer to your browser for the setting method.
54. {list item} Use of personal information:
57. {bullet list}.
60. {list item} The personal information collected may be used to answer, send, reply to, or provide the services you need (including services provided by third parties) and to improve the websites user experience.
63. {list item} Your personal information will never be disclosed, sold or provided to third parties, unless required by applicable laws, regulations, legal processes, enforceable governmental requirements, and functional authorities in accordance with their investigations or duties, or based on good faith to detect or prevent possible illegal acts.
66. {list item} Third parties include but not limited to CviLux, its subsidiaries, and the accredited general agencies and distributors.
69. {list item} Update or deletion of personal information:
72. You may notify us to keep your profile updated and ensure the correctness of your personal information. You may also notify us If you wish to delete and stop us from using your personal information.
75. {list item} Update on the Privacy Policy:
78. This Privacy Policy may be updated at any time, and CviLux has the right to update this policy without prior notice. It is recommended that you review the latest Privacy Policy when you return to the website.
81. {list item} Contact CviLux.
84. If you have any questions or suggestions about this Privacy Policy or personal information, please feel free to contact us by email. Thank you very much.


--------- Example of a JSON structure:
{
  "data_types": [
    {
      "data_class": "Name",
      "data_mentioned_in_text": "...",
      "purpose_class": "Provide Services and fulfill contractual obligations",
      "purpose_mentioned_in_text": "...",
      "line_number": [...]
    },
  ],
"TP_sharing": [
    {
      "purpose_class": "Provide Services and fulfill contractual obligations",
      "purpose_mentioned_in_text": "...",
      "third_party_sharing_practice_class": "Research",
      "third_party_sharing_practice_mentioned_in_text": "...",
      "line_number": [...]
    },
  ],
"TP_name": [
    {
      "third_party_sharing_practice_class": "Research",
      "third_party_sharing_practice_mentioned_in_text": "...",
      "third_party_name": "Google",
      "third_party_name_mentioned_in_text": "....",
      "line_number": [...]
    },
  ],
“your_rights”: [
   {
      "rights_class": "Content Removal/ Erasure",
      "rights_mentioned_in_text": "...",
      "line_number": [...]
   },
  ],
“your_responsibilities”:[
   {
      "responsibilities_class": "Children's accounts",
      "responsibilities_mentioned_in_text": "...",
      "line_number": [...]
   },
  ],
}
