line,text
31," These checks include identifying the IP address your device connects from and the collection of information about your use of the website or mobile app (including device type, operating system, screen resolution, and the way you interact with us) 3 ."
32," The way you use your accounts, including information about payments you make or receive such as the date, amount, currency and the details of the payee or payer (for example, retailers or other individuals) ."
33," If you have used or made claims on any of the products and services that you have taken out with your current account eg: travel, phone, and gadget insurance ."
34, Our own records about any other accounts or products you or a trading entity you own or are associated with have with us or other providers .
35," Where we think it is necessary, our own records about your shareholders, members, beneficial owners and other related individuals ."
36, Information from credit reference agencies and fraud prevention agencies .
37," Organisations that provide their own data, or data from other third parties, to enable us to enhance the personal data we hold, and then provide more relevant and interesting products and services to you ."
38, Criminal record checks and information .
39, Employers .
40," Joint account holders; other directors, partners, trustees or signatories, if applicable ."
41, People appointed to act on your behalf .
42," Other banks and financial institutions (for example because you have asked us to display your other accounts on our platforms, we have received information to address payments made in error, or you have switched your account to us) ."
43," Publicly available sources which are available online or otherwise, such as media stories ."
44," Trading entities, you own or are otherwise associated with (for example special purpose vehicles, trusts or partnerships) and the directors, partners, trustees or signatories of such entities."
45," If you give us personal data about other people (such as dependants or joint account holders) which we’ll use to provide services, or if you ask us to share that information with third parties, for example to provide payment initiation or account information services, then you confirm that you know that they are aware of the information in this notice about how we will use their personal data."
47, What we use your information for and the legal basis for doing so We must have a legal basis to process your personal data.
48," In most cases, the legal basis will be one of the following: ."
49," To allow us to take actions that are necessary in order to provide you with the product / service (performance of a contract), for example, to make and receive payments ."
50," To allow us to comply with our legal obligations, for example, obtaining proof of identity to enable us to meet our anti-money laundering obligations ."
51," To meet our legitimate interests, for example, to understand how clients use our services and to develop new services, as well as improve the service we currently provide ."
52, Where we have your consent to do so The table below sets out the purposes for which we use your personal data and our legal basis for doing so.
53," Where we are relying on a legitimate interest, these are also set out below: If you are a customer based in Singapore or if you are otherwise receiving products and/or services from Barclays Bank PLC, Singapore, the legal basis for the collection, use and/or disclosure of personal data provided by you is consent, and you hereby agree to the collection, use, processing and/or disclosure of personal data provided by you for the purposes set out in the column titled “What we use your information for” in the table below."
54," 4 What we use your information for The legal basis for doing so To provide, manage and personalise our services to you."
55, Where necessary for the performance of our agreement or to take steps to enter into an agreement with you.
56, Where the law requires this.
57," Where it is in our legitimate interests to ensure that our client accounts are well-managed, so that our clients are provided with a high standard of service, to protect our business interests and the interests of our clients."
58," To communicate with you about your product / service for legal, regulatory and servicing purposes."
59, Where necessary for the performance of our agreement or to take steps to enter into an agreement with you.
60, Where the law requires this.
61," To manage complaints, undertake remediation activities and to resolve queries."
62, Where necessary for the performance of our agreement or to take steps to enter into an agreement with you.
63, Where the law requires this.
64," Where it is in our legitimate interests to ensure that complaints are investigated, for example, so that our clients receive a high standard of service and so that we can prevent complaints from occurring in future."
65," To check your instructions to us, and to analyse, assess and improve our services, and for training and quality purposes."
66," We may monitor or record any communications between you and us, including telephone calls to do so."
67, Where the law requires this.
68," Where it is in our legitimate interests to develop and improve our systems, train our staff and provide our clients with a high standard of service."
69," To develop and improve products and services through assessment and analysis of the information, including credit or behavioural scoring (or both), market and product analysis, and market research."
70, Where it is in our legitimate interests to develop and improve our products and services to ensure we can continue to provide products and services that our clients want to use and to ensure our business model remains competitive.
71," 5 To undertake checks for the purposes of security, detecting and preventing fraud and money laundering, and to verify your identity before we provide services to you."
72, These checks may reveal political opinions or information about criminal convictions or offences.
73, Where necessary for the performance of our agreement or to take steps to enter into an agreement with you.
74, Where the law requires this.
75," Where it is in our legitimate interests to detect, prevent and investigate fraud, money laundering and other crimes and to verify your identity in order to protect our business."
76," Where necessary for the purposes of, or in connection with, actual or prospective legal claims or legal proceedings, or where necessary for the purposes of establishing, exercising or defending our legal rights."
77," To contact you with marketing and offers relating to products and services offered by us and/or other members of the Barclays Group (unless you have opted out of marketing, or we are otherwise prevented by law from doing so)."
78," If you are provided with a relationship managed service such as Private Banking, your Relationship Manager, Private Banker or and / or the support team will contact you regarding the products and services that are available to you."
79," Where it's in our legitimate interests, and subject to receiving your prescribed consent when required under applicable data privacy laws and rules, to provide you with information about our products and services that may be of interest."
80," To recover debt owed and enforce other obligations we are entitled to under our agreement(s) with you, as well as to protect ourselves against harm to our rights and property interests."
81, Where necessary for the performance of our agreement or to take steps to enter into an agreement with you.
82, Where the law requires this.
83," Where it is in our legitimate interests to ensure that our business is run prudently and we are capable of recovering the debts owed to us, as well as ensuring our assets are protected."
84," To apply for or obtain quotations for a product of an insurance company/organisation, as well as to assist the providers of such insurance with the general administering and servicing of your insurance."
85, Where necessary for the performance of our agreement or to take steps to enter into an agreement with you.
86, Where the law requires this.
87, Where it is in our legitimate interests to be able to offer you insurance products and obtain quotes for these products.
88," 6 To (if you ask us to) provide payment initiation and account information services regarding accounts you hold with other providers, or where third-party providers request that we provide account information or payment initiation services in relation to accounts you hold with us (if you ask a third party provider to make this request)."
89," In the case of data out (eg: passing data to payment services aggregators), where the law requires this."
90," In the case of data in (eg: display of your other accounts), where necessary for the performance of our agreement or to take steps to enter into an agreement with you."
91," We may use your biometric data for some of the purposes set out above eg: to detect and prevent fraud and money laundering, and to verify your identity."
92, Where we have your consent for optional use of biometrics (such as your vocal pattern in voice recognition systems to identify you).
93, Where it is in the substantial public interest.
94," To prevent and detect fraud, money laundering and other crimes (such as identity theft)."
95, Where the law requires this.
96," Where it is in our legitimate interests to prevent and investigate fraud, money laundering and other crimes and to verify your identity in order to protect our business and to comply with laws that apply to us."
97, Where such processing is a contractual requirement of the services or financing you have requested.
98, To comply with regulatory and legal obligations to which we are subject and cooperate with regulators and law enforcement bodies.
99," Where the law requires this, or based on a legal or regulatory requirement, a court order, at the request of a regulatory or supervisory authority or any other form of legal compulsion."
100, Where it is in our legitimate interests to protect our business.
101," For the use of sensitive data (see below), where it is in the substantial public interest."
102," In some jurisdictions (such as Brazil), to ensure fraud prevention and security of the data subject, in the process of identification and authentication of registration in electronic systems."
103, To personalise the marketing messages we send you to make them more relevant and interesting.
104," For more information on when we stop processing your data for marketing purposes, please see section 11 “Automated Processing”."
105," Where it is in our legitimate interests, and subject to receiving your prescribed consent when required under applicable data privacy laws and rules, to provide clients with information more relevant to their circumstances."
106," 7 When we process personal data to meet our legitimate interests, we put in place robust safeguards to ensure that your privacy is protected and to ensure that our legitimate interests are not overridden by your interests or fundamental rights and freedoms."
107," We will send you messages by post, telephone, text, email and other digital methods, including for example via our ATMs, mobile applications, push notifications, or online banking services (and new methods that may become available in the future)."
108, These messages may be: .
109, To help you manage your account(s) .
110," Messages we are required to send to comply with our regulatory obligations, such as changes to your agreements, and to give you information you need to manage your money ."
111, To keep you informed about the features and benefits of the products and services you hold with us .
112," Subject to receiving your prescribed consent when required under applicable data privacy laws and rules or when it is in our legitimate interests to do so, to tell you about products and services (including those of others) that may be of interest to you – these are marketing messages sent in accordance with your preferences."
113," Where consent is required from you, please refer to your respective terms for more details."
114," You can ask us to stop or start sending you marketing messages at any time by writing to us, visiting a branch or calling us or, if you are an online or mobile banking client, when you are logged in."
116, Who will we share your information with? We will keep your information confidential but we may share it with third parties (who also have to keep it secure and confidential) under the following circumstances Who we share your data with and why B arclays Group companies including (i) internal service companies and (ii) to other Barclays companies and entities with whom you have a relationship.
117," P ayment-processing service providers and others that help us process your payments, as well as other financial institutions who are members of the payment schemes or involved in making the payment, where that is needed in relation to specific payments, such as through Paym."
118," Ot her financial institutions who you ask us to deal with, for example when you switch your account from Barclays."
119," Independent third-party service providers who you (or a third party properly authorised to give instructions on your account) ask us to share information with, for example, payment initiation or account information services."
120," If such information is shared with these third parties, we will have no control over how that information is used."
121, You (or the person(s) with authority over your account) will need to agree the scope of such use directly with the third party.
122," C ompanies that you have paid from your Barclays account which request our help so they can apply a payment to you (because they didn’t receive the information they needed with the payment), for example, utility companies."
123, 8 Our service providers and agents (including their sub-contractors).
124," Where we engage with a supplier or agent to process information on our behalf, we will undertake due diligence, monitoring and assurance activities to ensure that the information is appropriately protected, and contractual clauses will be agreed between the parties to ensure that data protection and confidentiality is maintained."
125," Our Account Pack partners in order for you to be able to use their products and services, if you have a pack added to your current account."
126," Information you provide to the insurer or service provider will also be shared with us, for example, any claim you may make."
127," Insurance providers, including insurance underwriters, cover holders, brokers, introducers, claims handlers and other such associated third parties."
128," When you make an insurance claim, information you give us or the insurer may be put on a register of claims."
129, This will be shared with other insurers.
130," Any third party after a restructure, sale or acquisition of any Barclays company or debt, as long as that person uses your information for the same purposes as it was originally given to us or used by us (or both)."
131, Anyone to whom we transfer or may transfer our rights and duties in agreements.
132, Any potential guarantor.
133," Your advisers and representatives (such as accountants, lawyers, financial or other professional advisers) if you have authorised anyone like this to represent you, or any other person you have told us is authorised to give instructions or to use the account or products or services on your behalf (such as under a power of attorney)."
134," R egulators, law enforcement agencies and authorities where we are required, requested or permitted to do so by law, regulation, court order, or supervisory, regulatory or similar authority."
135, F raud prevention agencies.
136," In particular, we will always tell fraud prevention agencies if you give us false or fraudulent information."
137," They will also allow other organisations including law enforcement agencies, to access this information to prevent and detect fraud or other crimes."
138, You can ask us for the details of the fraud prevention agencies we share information with.
139, C redit reference agencies.
140," For more information on this, please see below."
141, Third party payers.
142, We may share the name of the account holder or holders with third parties paying money into your account if it is necessary to confirm the payment is being made to the right account.
143, (We would only do this where the name submitted by the payer is a close match with the account holder’s or holders’ name.
144,") We will share your personal data with the Information Centre for Banking Risks of the Bank of Spain (CIRBE, Central de Información de Riesgos del Banco de España), in accordance with Article 60 of Law 22/2004 of 22 November on measures to reform the financial system."
145," Barclays is obliged to declare to the Information Centre for Banking Risks of the Bank of Spain (CIRBE, Central de Información de Riesgos del Banco de España) the details required to identify certain people who are residents or move their habitual residence to Spain and with whom it directly or indirectly maintains credit risks."
146," To that end, Barclays must disclose to CIRBE information relating to the characteristics of these people and risks, including specifically those that affect the amount, non-payments and the likelihood of recovery (and, if you are a sole proprietor, that specific condition)."
147," Holders of a risk position declared to the CIRBE may exercise their rights of access, rectification, restriction and erasure by contacting Bank of Spain."
148," Because we operate as part of a global business, the recipients referred to above may be located outside the jurisdiction in which you are located (or in which we provide the services)."
149, Please see the section on “International Data Transfer” below for more information.
150, 9 5 .
151, Insurance If you take out an insurance product through us we will share your personal data with the relevant insurer for the purpose of the policy.
152," Details about how our insurance partners may use your data (including any personal data that you give to them directly) are contained in the insurers’ privacy notices, which will be made available to you prior to purchasing the policy."
154," Sharing information about you with tax authorities We may be required by law or regulation to share information about your accounts with tax authorities, either directly or via the local tax authority."
155, The tax authority we share the information with could then share that information with other appropriate tax authorities.
156," If we need extra documents or information from you about this, you must supply them."
157," If you don’t, we may need to close your account or, if the law or other regulations require us to do so, we’ll withhold parts of certain payments received into your account, and pass the withheld funds to the relevant tax authorities."
158," For more information on the international transfer of your data, please see the section on “International Data Transfer” below."
160, Credit reference agencies and fraud prevention agencies We perform credit and identity checks on you with one or more credit reference agencies and fraud prevention agencies.
161," To do this, we will supply your personal data to the credit reference agencies and fraud prevention agencies and they will give us information about you."
162, We will also continue to exchange information about you with credit reference agencies while you have a relationship with us.
163," The credit reference agencies may in turn share your personal data with other organisations, which may be used by those organisations to make decisions about you."
164, This may affect your ability to obtain credit.
165, We may also continue to collect information from credit reference agencies about you after your account is closed.
166, Examples of circumstances when your information or information relating to your partner or other members of your household may be shared include: .
167, Checking details on applications for products and services .
168, Making credit and affordability assessments to determine whether your application will be accepted and providing credit limits .
169, Managing credit and credit-related accounts or facilities .
170," Tracing your address so that we can continue to contact you about any existing or previous product(s) and account(s) you held with us, as well as recovering debts that you owe ."
171, Checking details on proposals and claims for all types of insurance .
172, Checking your identity on a regular basis to comply with regulations and the law .
173," Providing identity check services to you where you have requested that the government, or another third party, confirms your identity ."
174, Making enquiries when you ask for any lending products or investment products and to assist in managing your account .
175," Understanding your financial position through sharing and receiving information for example, about any borrowing (including borrowing outside Barclays) and how you manage it."
176," This includes the amount you borrow and your payment history, including any payment arrangements ."
177," To inform and create modelling tools, eg: assess how likely it is that a client will invest in or open a new product, or in order to help us improve our products and services for our clients 10 ."
178, In order to update or add personal data that is not included or incorrect in our records in order to meet our legal or regulatory obligations.
179, We don’t give information about savings accounts to credit reference agencies.
180, The Credit Reference Agency Information Notice (CRAIN) describes how the three main credit reference agencies in the UK each use and share personal data.
181, The CRAIN is available on the credit reference agencies’ websites: https://www.
182,transunion.
184,uk/legal/privacy-centre www.
185,equifax.
187,uk/crain www.
188,experian.
190,uk/crain You can go to the following websites for the details of the credit reference agencies with which we share information.
191, International Banking: international.
192,barclays.
193,com/control-your-data Private Banking: privatebank.
194,barclays.
195,com/control-your-data Channel Islands and Isle of Man: ciiom.
196,barclays.
197,"com/control-your-data Your information may be linked to people who are associated with you, such as your partner or other members of your household."
198, These linked records are called associated records.
199, Any enquiry we make at a credit reference agency may be answered with reference to any associated person’s records.
200, Another person’s record will be associated with yours when: .
201, You are making a joint application .
202, You tell us about a financial association with another person .
203, The credit reference agencies have existing associated records.
204, An association will be taken into account in all future applications by either or both of you.
205," It continues until one of you applies to the credit reference agencies and succeeds in filing a disassociation, which allows your information to be unlinked."
206, You can check for any associations by getting your credit record direct from the credit reference agencies.
207," We and fraud prevention agencies may also enable law enforcement agencies to access and use your personal data to detect, investigate and prevent crime."
208," If fraud is detected, you could be refused certain services or finance."
209," Fraud prevention agencies can hold your personal data for different periods of time, and if you are considered to pose a fraud or money laundering risk, your data can be held for up to six years."
211," International data transfer When we or fraud prevention agencies share information with organisations in another jurisdiction, we will ensure they agree to apply equivalent levels of protection for personal data as we do."
212, If this is not possible – for example because we are required by law to disclose information – we will ensure the sharing of that information is lawful.
213," Also, if they are not in a jurisdiction that the European, DIFC and/or United Kingdom (UK) data protection authorities regard as having adequate levels of protections for personal data, we will put in place appropriate safeguards (such as contractual commitments, by adopting the EU model clauses or the DIFC model clauses), in accordance with applicable legal requirements, to ensure that your data is adequately protected."
214, Further information about the safeguards used by Barclays can be obtained from the Barclays Data Protection Officer.
215, 11 On 31st January 2020 the United Kingdom left the European Union.
216, We or fraud prevention agencies may still be required (for the purposes described in this notice) to: .
217," Transfer personal data from the UK to the EU, the European Economic Area (EEA) or elsewhere; and ."
218, Receive personal data from outside the UK (including from the EU/EEA) into the UK.
219," Where we make or receive such transfers, we will ensure that those transfers are lawful and (where necessary) we shall put in place appropriate measures, such as contractual commitments, to ensure that personal data is sent and received in accordance with applicable law."
221, Retention of your data We will keep your personal data for as long as we have a relationship with you.
222," Once our relationship with you has come to an end (eg: following closure of your account or following a transaction), or your application for a product is declined or you decide not to go ahead with it, we will only retain your personal data for a period of time that is calculated depending on the type of personal data, and the purposes for which we hold that information."
223, We will only retain information that enables us to: .
224, Maintain business records for analysis and/or audit purposes .
225," Comply with record retention requirements under the law (for example, as required under legislation concerning the prevention, detection and investigation of money laundering and terrorist financing) ."
226, Defend or bring any existing or potential legal claims .
227, Maintain records of anyone who does not want to receive marketing from us .
228, Deal with any future complaints regarding the services we have delivered .
229, Assist with fraud monitoring .
230, Assess the effectiveness of marketing that we may have sent you.
231," The retention period is often linked to the amount of time available to bring a legal claim, which in some jurisdictions can for example be six or seven years following closure of your account or following a transaction."
232," We will retain your personal data after this time if we are required to do so to comply with the law, if there are outstanding claims or complaints that will reasonably require your personal data to be retained, or for regulatory or technical reasons."
233," If we do, we will continue to make sure your privacy is protected."
235," Your rights You have certain rights regarding your personal data, subject to local law and we may charge you a reasonable fee depending on the nature of requests."
236, These include the following rights to: • Request a copy of the personal data we hold about you • Request that we supply you (or a nominated third party) with an electronic copy of the personal data that you have provided us with • Inform us of a correction to your personal data • Exercise your right to restrict our use of your personal data • Exercise your right to erase your personal data • Object to particular ways in which we are using your personal data.
237," Your ability to exercise these rights will depend on a number of factors and in some instances, we will not be able to comply with your request eg: because we have legitimate grounds for not doing so or where the right doesn’t apply to the particular data we hold on you."
238," If you would like more information on these rights, or wish to exercise them, please go to Section 13 (How to contact us) of this privacy notice."
239, 12 Please contact us to update or correct your information if it changes or if the personal data we hold about you is inaccurate.
241," Automated processing The way we analyse personal data in relation to our services may involve profiling, this means that we may process your personal data using software that is able to evaluate your personal aspects and predict risks or outcomes."
242, We may also carry out automated anti-money laundering and sanctions checks.
243," This means that we may automatically decide that you pose a fraud or money laundering risk if the processing reveals your behaviour to be consistent with money laundering or known fraudulent conduct, is inconsistent with your previous submissions, or you appear to have deliberately hidden your true identity."
244," If we, or a fraud prevention agency, determine that you pose a fraud or money laundering risk: ."
245, We may refuse to provide the services you have requested or we may stop providing existing services to you .
246," A record of any fraud or money laundering risk will be retained by the fraud prevention agencies, and may result in others refusing to provide services or employment to you."
247, You have rights in relation to automated decision making: if you want to know more please contact us using the details set out in the Contact Us section.
249," Cookies We may use cookies and similar technologies on our websites, mobile apps, and in our emails."
250," Cookies are text files that get small amounts of information, which your computer or mobile device stores when you visit a website or use a mobile app."
251, When you return to the websites or mobile apps – or visit websites and mobile apps that use the same cookies – they recognise these cookies and therefore your device.
252," We use cookies to do many different jobs, like letting you navigate between pages efficiently, remembering your preferences and generally improving your online experience."
253, They can also help ensure that the ads you see online are more relevant to you and your interests.
254, We also use similar technologies such as pixel tags and JavaScript to undertake these tasks.
255," We also use cookies in some of our emails to help us to understand a little about how you interact with our emails, and to help us improve our future email communications."
256, These cookies also help ensure that the ads you see online are more relevant to you and your interests.
257," Our websites and mobile app terms and conditions give you more information on these technologies, how and where we use them and how you can control them."
259, How to contact us Please go to one of the following websites if you have any questions about our privacy notice.
260, International Banking - https://international.
261,barclays.
262,com/important-information/contact-us/ Private Banking - https://privatebank.
263,barclays.
264,com/contact-us/ Channel Islands and Isle of Man - https://ciiom.
265,barclays.
266,"com/contact-us/ If you would like more information on your rights, or wish to exercise them, please submit a request via your online banking."
267," You may also contact your Relationship Manager, Private Banker or usual contact, or through /contact- us."
268, 13 Our Data Protection Officer can be contacted by email at dpo@barclays.
269,"com Or by mail: The Data Protection Officer, Barclays, Leicester, LE87 2BB, UK."
270," If you are a customer based in Singapore, the APAC Data Protection Officer can be contacted at DataPrivacyAPAC@barclayscapital."
271,"com Or by mail: 10 Marina Boulevard, #25-01 Marina Bay Financial Centre, Tower 2, Singapore 018983 Or by Telephone: +65 83087888 Please note that we can’t guarantee the security of your information whilst it’s in transit to us."
272," Therefore, if you choose to contact the Data Protection Officer by email, we advise that you keep Personal Data to a minimum, and in particular that you don’t include full account information."
273, We are committed to working with you to obtain a fair resolution of any complaint or concern about privacy.
274," If, however, you believe that we have not been able to assist with your complaint or concern, you have the right to make a complaint to a data protection authority."
275, A list of data protection authorities is included below: UK: www.
278,uk Dubai International Financial Centre (DIFC): www.
279,difc.
280,ae/laws-regulations/data-protection Guernsey: www.
281,dataci.
282,gg Ireland: www.
283,dataprotection.
284,ie Isle of Man: www.
285,inforights.
286,im Jersey: www.
287,oicjersey.
288,org Monaco: www.
289,ccin.
290,mc Singapore: https://www.
291,pdpc.
293,sg/ Brazil: https://www.
295,"br/anpd/pt-br If you are an EU citizen or Regulator, for the purposes of GDPR, our Appointed Representative is Barclays Bank Ireland PLC."
296," If you are a UK citizen or Regulator, for the purposes of the UK GDPR, our Appointed Representative is Barclays Bank PLC."
297, The Appointed Representatives can be contacted via our Data Protection Officer email address.
299, Changes to the privacy notice A copy of this privacy notice can be requested from us using the contact details set out above.
300, We may modify or update this privacy notice from time to time.
301," Where changes to this privacy notice will have a fundamental impact on the nature of the processing or otherwise have a substantial impact on you, we will give you sufficient advance notice."
